Date,Time,Location,Product,Price,Quantity,Customer_ID,Payment_Type,Revenue,inventory_level
2025-03-01,8:00,Wicker Park,Latte,4.5,1,C4456,Card,4.5,198.93474880012627
2025-03-01,8:00,Hyde Park,Latte,4.5,3,C5312,Card,13.5,129.4280136510288
2025-03-01,8:00,Hyde Park,Cold Brew,5.0,1,C4120,Card,5.0,159.29874070806167
2025-03-01,9:00,Loop,Croissant,3.0,3,C3415,Cash,9.0,287.143275710734
2025-03-01,9:00,Loop,Cold Brew,5.0,2,C4220,Card,10.0,297.0366441492784
2025-03-01,9:00,Loop,Latte,4.5,1,C6001,Cash,4.5,292.96765868326077
2025-03-01,9:00,Loop,Croissant,3.0,3,C6683,Cash,9.0,269.39000566947425
2025-03-01,9:00,Loop,Latte,4.5,2,C2112,Card,9.0,323.9352461308047
2025-03-01,9:00,Loop,Latte,4.5,3,C6780,Cash,13.5,304.99955499659217
2025-03-01,9:00,Loop,Cold Brew,5.0,1,C5279,Cash,5.0,289.0095961745748
2025-03-01,9:00,Loop,Cold Brew,5.0,1,C4527,Card,5.0,310.2840069392427
2025-03-01,9:00,Wicker Park,Latte,4.5,2,C7245,Card,9.0,223.38021851727632
2025-03-01,9:00,Wicker Park,Croissant,3.0,3,C1960,Card,9.0,200.39654307530733
2025-03-01,9:00,Wicker Park,Latte,4.5,1,C2206,Card,4.5,203.06069194135245
2025-03-01,9:00,Hyde Park,Croissant,3.0,1,C5977,Cash,3.0,140.94242059615664
2025-03-01,9:00,Hyde Park,Muffin,2.5,3,C5856,Cash,7.5,133.15791100262157
2025-03-01,10:00,Loop,Muffin,2.5,3,C7674,Cash,7.5,269.68695132290804
2025-03-01,10:00,Loop,Muffin,2.5,3,C3595,Card,7.5,313.09211853447914
2025-03-01,10:00,Loop,Latte,4.5,2,C9617,Card,9.0,301.5754414724807
2025-03-01,10:00,Loop,Latte,4.5,3,C7025,Cash,13.5,302.23070717186874
2025-03-01,10:00,Loop,Croissant,3.0,1,C5523,Card,3.0,305.16264062864576
2025-03-01,10:00,Loop,Latte,4.5,2,C3962,Cash,9.0,283.8844467230382
2025-03-01,10:00,Loop,Latte,4.5,1,C1726,Cash,4.5,294.55079037598176
2025-03-01,10:00,Loop,Latte,4.5,3,C5431,Cash,13.5,249.76961639936096
2025-03-01,10:00,Loop,Latte,4.5,1,C5354,Card,4.5,288.73233602056854
2025-03-01,10:00,Wicker Park,Croissant,3.0,1,C7546,Cash,3.0,198.6497198494342
2025-03-01,10:00,Wicker Park,Latte,4.5,1,C2580,Card,4.5,175.03224375745896
2025-03-01,10:00,Wicker Park,Croissant,3.0,3,C4132,Card,9.0,215.16054757520942
2025-03-01,10:00,Hyde Park,Latte,4.5,2,C5377,Cash,9.0,136.66504487426693
2025-03-01,10:00,Hyde Park,Latte,4.5,2,C3792,Card,9.0,160.1867599732417
2025-03-01,11:00,Loop,Muffin,2.5,3,C2029,Cash,7.5,337.20336568100504
2025-03-01,11:00,Loop,Latte,4.5,1,C3900,Cash,4.5,348.88315540374475
2025-03-01,11:00,Loop,Latte,4.5,3,C7297,Card,13.5,299.838460148024
2025-03-01,11:00,Loop,Latte,4.5,3,C9225,Cash,13.5,347.6169970520409
2025-03-01,11:00,Loop,Cold Brew,5.0,3,C1015,Cash,15.0,351.814963519063
2025-03-01,11:00,Loop,Latte,4.5,1,C2360,Cash,4.5,285.8299136976046
2025-03-01,11:00,Wicker Park,Cold Brew,5.0,1,C2252,Card,5.0,163.46179392068035
2025-03-01,11:00,Wicker Park,Latte,4.5,2,C1681,Card,9.0,193.1010136957105
2025-03-01,11:00,Wicker Park,Cold Brew,5.0,1,C4152,Cash,5.0,203.07363526353808
2025-03-01,11:00,Wicker Park,Latte,4.5,3,C1251,Card,13.5,190.9916222686469
2025-03-01,11:00,Wicker Park,Cold Brew,5.0,3,C6063,Cash,15.0,153.61203720207124
2025-03-01,11:00,Hyde Park,Latte,4.5,1,C2765,Cash,4.5,131.51722983107157
2025-03-01,11:00,Hyde Park,Latte,4.5,3,C9078,Card,13.5,170.28421624383577
2025-03-01,12:00,Loop,Muffin,2.5,3,C4515,Card,7.5,308.08630910650976
2025-03-01,12:00,Loop,Cold Brew,5.0,1,C6531,Card,5.0,276.4014839166891
2025-03-01,12:00,Loop,Latte,4.5,2,C3821,Cash,9.0,274.9053046134091
2025-03-01,12:00,Loop,Latte,4.5,3,C3697,Card,13.5,272.2540127682523
2025-03-01,12:00,Loop,Latte,4.5,2,C6655,Cash,9.0,263.022767797562
2025-03-01,12:00,Loop,Latte,4.5,1,C9721,Cash,4.5,345.82785370996123
2025-03-01,12:00,Loop,Croissant,3.0,3,C4580,Card,9.0,347.04053223394425
2025-03-01,12:00,Loop,Cold Brew,5.0,2,C5833,Card,10.0,327.4853900448234
2025-03-01,12:00,Loop,Cold Brew,5.0,3,C5579,Card,15.0,339.239601657027
2025-03-01,12:00,Loop,Latte,4.5,2,C6224,Card,9.0,284.4204921172984
2025-03-01,12:00,Wicker Park,Latte,4.5,3,C6117,Cash,13.5,212.49820176937686
2025-03-01,12:00,Wicker Park,Latte,4.5,1,C8749,Card,4.5,185.75142820126806
2025-03-01,12:00,Wicker Park,Latte,4.5,2,C3857,Card,9.0,205.38634475692822
2025-03-01,12:00,Wicker Park,Croissant,3.0,2,C9649,Cash,6.0,205.07185883381612
2025-03-01,12:00,Wicker Park,Latte,4.5,2,C6243,Cash,9.0,195.53153054516696
2025-03-01,12:00,Hyde Park,Cold Brew,5.0,3,C1899,Cash,15.0,134.38576648243233
2025-03-01,12:00,Hyde Park,Latte,4.5,2,C6186,Cash,9.0,140.96723806830423
2025-03-01,12:00,Hyde Park,Cold Brew,5.0,3,C5693,Card,15.0,150.68526489840508
2025-03-01,13:00,Loop,Latte,4.5,2,C6908,Cash,9.0,321.52744972516683
2025-03-01,13:00,Loop,Croissant,3.0,3,C2911,Cash,9.0,325.46561275084525
2025-03-01,13:00,Loop,Muffin,2.5,2,C6737,Cash,5.0,411.9771062756439
2025-03-01,13:00,Loop,Latte,4.5,2,C3667,Card,9.0,283.2891742337807
2025-03-01,13:00,Loop,Cold Brew,5.0,3,C2604,Card,15.0,278.66954704645303
2025-03-01,13:00,Loop,Muffin,2.5,2,C3894,Card,5.0,301.27690761162694
2025-03-01,13:00,Loop,Cold Brew,5.0,1,C1208,Card,5.0,283.8797765901629
2025-03-01,13:00,Loop,Cold Brew,5.0,1,C3798,Card,5.0,318.4483731565539
2025-03-01,13:00,Loop,Latte,4.5,2,C6298,Cash,9.0,348.2664564764065
2025-03-01,13:00,Loop,Cold Brew,5.0,1,C8320,Cash,5.0,301.7716249263784
2025-03-01,13:00,Wicker Park,Latte,4.5,3,C7786,Cash,13.5,192.79937351783266
2025-03-01,13:00,Wicker Park,Cold Brew,5.0,1,C5158,Card,5.0,215.76729601554712
2025-03-01,13:00,Wicker Park,Muffin,2.5,3,C6031,Cash,7.5,158.4676797560283
2025-03-01,13:00,Hyde Park,Cold Brew,5.0,2,C1756,Card,10.0,133.53727994842248
2025-03-01,13:00,Hyde Park,Latte,4.5,3,C2921,Cash,13.5,119.09970874981894
2025-03-01,13:00,Hyde Park,Cold Brew,5.0,2,C5302,Cash,10.0,127.2546644452323
2025-03-01,13:00,Hyde Park,Cold Brew,5.0,2,C1129,Cash,10.0,145.03435904064676
2025-03-01,14:00,Loop,Croissant,3.0,3,C4975,Card,9.0,334.2697958451444
2025-03-01,14:00,Loop,Muffin,2.5,2,C3423,Cash,5.0,289.56912911904215
2025-03-01,14:00,Loop,Muffin,2.5,2,C4010,Cash,5.0,270.53908217673313
2025-03-01,14:00,Loop,Cold Brew,5.0,3,C1124,Cash,15.0,292.4920464358632
2025-03-01,14:00,Loop,Latte,4.5,2,C1716,Card,9.0,335.8019650976141
2025-03-01,14:00,Loop,Muffin,2.5,1,C8759,Cash,2.5,299.2016527487297
2025-03-01,14:00,Wicker Park,Latte,4.5,2,C3020,Card,9.0,216.14859700591197
2025-03-01,14:00,Wicker Park,Cold Brew,5.0,3,C2507,Cash,15.0,192.02832671398278
2025-03-01,14:00,Wicker Park,Cold Brew,5.0,3,C1683,Card,15.0,174.26781749200524
2025-03-01,14:00,Wicker Park,Cold Brew,5.0,3,C3855,Card,15.0,167.38974244717886
2025-03-01,14:00,Wicker Park,Muffin,2.5,1,C6361,Card,2.5,203.060635055623
2025-03-01,14:00,Wicker Park,Latte,4.5,3,C9459,Card,13.5,206.06784750395562
2025-03-01,14:00,Hyde Park,Cold Brew,5.0,2,C4769,Cash,10.0,152.17653429541832
2025-03-01,14:00,Hyde Park,Cold Brew,5.0,3,C1044,Card,15.0,121.89898878125945
2025-03-01,14:00,Hyde Park,Latte,4.5,1,C2273,Card,4.5,168.21215454091646
2025-03-01,15:00,Loop,Latte,4.5,1,C4203,Cash,4.5,292.29358425616533
2025-03-01,15:00,Loop,Cold Brew,5.0,2,C6003,Card,10.0,348.12351282967643
2025-03-01,15:00,Loop,Latte,4.5,2,C7253,Card,9.0,293.4553081593976
2025-03-01,15:00,Loop,Croissant,3.0,2,C4161,Card,6.0,271.6170929690307
2025-03-01,15:00,Loop,Cold Brew,5.0,2,C8239,Card,10.0,261.0309436715464
2025-03-01,15:00,Loop,Cold Brew,5.0,3,C7840,Card,15.0,343.74416264702074
2025-03-01,15:00,Loop,Cold Brew,5.0,1,C3753,Cash,5.0,265.4509303753249
2025-03-01,15:00,Wicker Park,Latte,4.5,3,C9317,Cash,13.5,228.33167646689384
2025-03-01,15:00,Wicker Park,Croissant,3.0,3,C8839,Card,9.0,158.611214815715
2025-03-01,15:00,Wicker Park,Latte,4.5,2,C4652,Cash,9.0,210.71275176930328
2025-03-01,15:00,Wicker Park,Muffin,2.5,3,C1721,Card,7.5,190.07273741007998
2025-03-01,15:00,Wicker Park,Croissant,3.0,2,C6284,Cash,6.0,182.1386288699006
2025-03-01,15:00,Wicker Park,Latte,4.5,2,C4407,Card,9.0,218.7722153938797
2025-03-01,15:00,Hyde Park,Latte,4.5,1,C3061,Card,4.5,130.46494140748206
2025-03-01,15:00,Hyde Park,Muffin,2.5,3,C5340,Card,7.5,168.29251864796805
2025-03-01,15:00,Hyde Park,Latte,4.5,2,C1708,Cash,9.0,146.83329156427712
2025-03-01,16:00,Loop,Latte,4.5,3,C5430,Cash,13.5,323.35685044091366
2025-03-01,16:00,Loop,Croissant,3.0,1,C3416,Cash,3.0,319.68184237040555
2025-03-01,16:00,Loop,Latte,4.5,3,C2684,Cash,13.5,296.5708772281471
2025-03-01,16:00,Loop,Croissant,3.0,3,C8090,Card,9.0,318.5752423512519
2025-03-01,16:00,Loop,Latte,4.5,2,C4475,Cash,9.0,320.64880522314866
2025-03-01,16:00,Loop,Croissant,3.0,3,C9616,Card,9.0,258.4982962648576
2025-03-01,16:00,Loop,Croissant,3.0,2,C2695,Cash,6.0,349.0276072822867
2025-03-01,16:00,Loop,Latte,4.5,2,C8252,Card,9.0,315.62691992510184
2025-03-01,16:00,Loop,Latte,4.5,2,C4388,Card,9.0,306.39460630815915
2025-03-01,16:00,Wicker Park,Latte,4.5,2,C5933,Card,9.0,203.83531266204983
2025-03-01,16:00,Wicker Park,Cold Brew,5.0,1,C3932,Cash,5.0,209.7299803346406
2025-03-01,16:00,Wicker Park,Latte,4.5,3,C7488,Cash,13.5,220.69314739736416
2025-03-01,16:00,Hyde Park,Croissant,3.0,2,C5115,Cash,6.0,156.49165167549074
2025-03-01,16:00,Hyde Park,Cold Brew,5.0,3,C8007,Cash,15.0,147.1697242767183
2025-03-01,16:00,Hyde Park,Latte,4.5,1,C2251,Card,4.5,147.0846322998634
2025-03-01,17:00,Loop,Muffin,2.5,2,C9229,Cash,5.0,289.9310677523396
2025-03-01,17:00,Loop,Cold Brew,5.0,3,C6550,Card,15.0,286.74973103050087
2025-03-01,17:00,Loop,Latte,4.5,2,C4778,Cash,9.0,343.67647861383784
2025-03-01,17:00,Loop,Latte,4.5,1,C6088,Card,4.5,255.07140830927239
2025-03-01,17:00,Loop,Cold Brew,5.0,1,C9069,Cash,5.0,300.8685308384756
2025-03-01,17:00,Loop,Cold Brew,5.0,1,C7923,Cash,5.0,322.1827240614937
2025-03-01,17:00,Loop,Latte,4.5,3,C4170,Card,13.5,284.83340148123585
2025-03-01,17:00,Wicker Park,Cold Brew,5.0,2,C7610,Cash,10.0,207.8716130067143
2025-03-01,17:00,Wicker Park,Muffin,2.5,2,C4462,Cash,5.0,187.68037313830297
2025-03-01,17:00,Wicker Park,Muffin,2.5,3,C3436,Card,7.5,232.87651860178187
2025-03-01,17:00,Wicker Park,Muffin,2.5,1,C9135,Card,2.5,185.72937727571403
2025-03-01,17:00,Wicker Park,Latte,4.5,2,C9975,Card,9.0,178.35896908415205
2025-03-01,17:00,Hyde Park,Muffin,2.5,1,C3434,Card,2.5,155.98246096806764
2025-03-01,17:00,Hyde Park,Croissant,3.0,1,C7921,Card,3.0,167.0381141552246
2025-03-01,17:00,Hyde Park,Latte,4.5,1,C9418,Cash,4.5,155.02812363048818
2025-03-01,18:00,Loop,Latte,4.5,2,C4932,Card,9.0,275.22848114958214
2025-03-01,18:00,Loop,Latte,4.5,3,C4038,Card,13.5,325.4293553542539
2025-03-01,18:00,Loop,Croissant,3.0,2,C4257,Cash,6.0,274.40663886805453
2025-03-01,18:00,Loop,Muffin,2.5,1,C2198,Cash,2.5,281.00870597916554
2025-03-01,18:00,Loop,Latte,4.5,3,C1717,Cash,13.5,316.0530250969146
2025-03-01,18:00,Loop,Latte,4.5,1,C4687,Cash,4.5,311.12187291692806
2025-03-01,18:00,Loop,Muffin,2.5,1,C4383,Card,2.5,263.09423799226505
2025-03-01,18:00,Loop,Latte,4.5,3,C1870,Card,13.5,336.9028718641441
2025-03-01,18:00,Loop,Cold Brew,5.0,2,C7656,Cash,10.0,281.1820189524233
2025-03-01,18:00,Loop,Latte,4.5,1,C5788,Cash,4.5,305.7917484754682
2025-03-01,18:00,Wicker Park,Latte,4.5,2,C5641,Card,9.0,248.15182843095118
2025-03-01,18:00,Wicker Park,Cold Brew,5.0,2,C8451,Cash,10.0,201.3906665979245
2025-03-01,18:00,Wicker Park,Latte,4.5,3,C5252,Card,13.5,198.288803315326
2025-03-01,18:00,Wicker Park,Latte,4.5,3,C9162,Cash,13.5,199.54428730324446
2025-03-01,18:00,Hyde Park,Latte,4.5,1,C2123,Cash,4.5,166.94724819538416
2025-03-01,18:00,Hyde Park,Cold Brew,5.0,3,C2145,Card,15.0,137.50023363443566
2025-03-01,18:00,Hyde Park,Latte,4.5,1,C8160,Cash,4.5,143.03672405518915
2025-03-01,19:00,Loop,Cold Brew,5.0,3,C8545,Cash,15.0,292.137490166245
2025-03-01,19:00,Loop,Latte,4.5,3,C2954,Cash,13.5,294.5586219715471
2025-03-01,19:00,Loop,Cold Brew,5.0,3,C8993,Card,15.0,292.40341426297175
2025-03-01,19:00,Loop,Latte,4.5,2,C9308,Card,9.0,315.5715371240374
2025-03-01,19:00,Loop,Latte,4.5,2,C1424,Cash,9.0,242.08887857681273
2025-03-01,19:00,Loop,Croissant,3.0,1,C6634,Card,3.0,270.0915025197447
2025-03-01,19:00,Loop,Latte,4.5,1,C2459,Cash,4.5,329.8151551244329
2025-03-01,19:00,Loop,Cold Brew,5.0,1,C2036,Cash,5.0,271.1684956831185
2025-03-01,19:00,Wicker Park,Cold Brew,5.0,3,C3813,Card,15.0,191.8312479745468
2025-03-01,19:00,Wicker Park,Cold Brew,5.0,2,C2094,Cash,10.0,176.0612414666379
2025-03-01,19:00,Wicker Park,Cold Brew,5.0,2,C5071,Card,10.0,233.83300816795327
2025-03-01,19:00,Wicker Park,Croissant,3.0,1,C3498,Cash,3.0,248.78668557438533
2025-03-01,19:00,Hyde Park,Latte,4.5,1,C8927,Card,4.5,189.19226210581957
2025-03-01,19:00,Hyde Park,Cold Brew,5.0,2,C1077,Card,10.0,177.22595503459715
2025-03-01,19:00,Hyde Park,Muffin,2.5,1,C3389,Card,2.5,150.55687376937055
2025-03-01,19:00,Hyde Park,Croissant,3.0,3,C1452,Cash,9.0,157.413067895918
2025-03-02,7:00,Loop,Latte,4.5,2,C6076,Cash,9.0,269.86044122440615
2025-03-02,7:00,Loop,Cold Brew,5.0,1,C8203,Cash,5.0,313.7765031053983
2025-03-02,7:00,Loop,Croissant,3.0,3,C6464,Cash,9.0,264.08370519551886
2025-03-02,7:00,Loop,Muffin,2.5,1,C5648,Card,2.5,292.8424649276453
2025-03-02,7:00,Loop,Latte,4.5,1,C1713,Cash,4.5,318.0999258100476
2025-03-02,7:00,Loop,Latte,4.5,3,C7693,Card,13.5,279.5815517033775
2025-03-02,7:00,Loop,Croissant,3.0,2,C8109,Cash,6.0,289.89304389469805
2025-03-02,7:00,Wicker Park,Muffin,2.5,2,C5160,Cash,5.0,225.2292160797761
2025-03-02,7:00,Wicker Park,Croissant,3.0,3,C7830,Card,9.0,218.61640250074637
2025-03-02,7:00,Wicker Park,Croissant,3.0,3,C1139,Card,9.0,192.67313358820977
2025-03-02,7:00,Hyde Park,Croissant,3.0,1,C5124,Cash,3.0,143.24536509772855
2025-03-02,7:00,Hyde Park,Croissant,3.0,3,C3252,Card,9.0,127.54105366441792
2025-03-02,7:00,Hyde Park,Cold Brew,5.0,2,C6570,Cash,10.0,141.93336751497867
2025-03-02,7:00,Hyde Park,Croissant,3.0,2,C1976,Card,6.0,139.55869910000234
2025-03-02,8:00,Loop,Cold Brew,5.0,3,C9817,Card,15.0,297.95658309921265
2025-03-02,8:00,Loop,Cold Brew,5.0,3,C8450,Cash,15.0,288.8386380436238
2025-03-02,8:00,Loop,Latte,4.5,1,C1461,Card,4.5,318.9438695052046
2025-03-02,8:00,Loop,Latte,4.5,3,C9764,Card,13.5,275.62446537653716
2025-03-02,8:00,Loop,Cold Brew,5.0,2,C5692,Cash,10.0,296.78622414037176
2025-03-02,8:00,Loop,Cold Brew,5.0,3,C4834,Cash,15.0,342.80769320917307
2025-03-02,8:00,Wicker Park,Cold Brew,5.0,3,C1201,Cash,15.0,169.846383236876
2025-03-02,8:00,Wicker Park,Cold Brew,5.0,3,C4758,Card,15.0,188.81356045048634
2025-03-02,8:00,Wicker Park,Latte,4.5,1,C2209,Card,4.5,197.31468653121158
2025-03-02,8:00,Wicker Park,Latte,4.5,1,C5562,Cash,4.5,191.17252772606142
2025-03-02,8:00,Wicker Park,Croissant,3.0,3,C1426,Cash,9.0,195.3471712663571
2025-03-02,8:00,Wicker Park,Muffin,2.5,3,C9142,Cash,7.5,166.95512866118042
2025-03-02,8:00,Hyde Park,Latte,4.5,1,C8518,Card,4.5,152.3099329526669
2025-03-02,8:00,Hyde Park,Cold Brew,5.0,1,C8898,Cash,5.0,139.9845185977667
2025-03-02,8:00,Hyde Park,Croissant,3.0,2,C2337,Cash,6.0,149.92216180006787
2025-03-02,9:00,Loop,Latte,4.5,2,C7946,Card,9.0,269.32710809261897
2025-03-02,9:00,Loop,Latte,4.5,1,C3960,Card,4.5,332.6570118932051
2025-03-02,9:00,Loop,Latte,4.5,3,C9106,Card,13.5,314.64979422446953
2025-03-02,9:00,Loop,Cold Brew,5.0,3,C1585,Cash,15.0,279.90492049757285
2025-03-02,9:00,Loop,Latte,4.5,2,C9232,Cash,9.0,294.5596144320583
2025-03-02,9:00,Loop,Cold Brew,5.0,3,C9318,Cash,15.0,268.54259036872736
2025-03-02,9:00,Loop,Croissant,3.0,2,C7725,Cash,6.0,294.9060121626395
2025-03-02,9:00,Wicker Park,Croissant,3.0,2,C4765,Card,6.0,198.91985596161484
2025-03-02,9:00,Wicker Park,Croissant,3.0,2,C2862,Cash,6.0,176.55423695190655
2025-03-02,9:00,Wicker Park,Latte,4.5,2,C5149,Cash,9.0,194.4279259355033
2025-03-02,9:00,Wicker Park,Latte,4.5,1,C2342,Cash,4.5,204.6782983274678
2025-03-02,9:00,Wicker Park,Croissant,3.0,3,C8101,Card,9.0,200.19052754439605
2025-03-02,9:00,Wicker Park,Muffin,2.5,2,C4320,Cash,5.0,191.67074529078334
2025-03-02,9:00,Hyde Park,Latte,4.5,2,C8256,Card,9.0,160.3467622220324
2025-03-02,9:00,Hyde Park,Croissant,3.0,1,C9877,Card,3.0,142.1977127025719
2025-03-02,10:00,Loop,Muffin,2.5,2,C3711,Card,5.0,297.793494246624
2025-03-02,10:00,Loop,Croissant,3.0,3,C2739,Cash,9.0,277.8049654915587
2025-03-02,10:00,Loop,Cold Brew,5.0,2,C2357,Cash,10.0,299.60335203866214
2025-03-02,10:00,Loop,Latte,4.5,1,C3126,Card,4.5,310.8531745385243
2025-03-02,10:00,Loop,Muffin,2.5,1,C9155,Card,2.5,337.73867156531577
2025-03-02,10:00,Loop,Latte,4.5,3,C1710,Card,13.5,291.1113332202323
2025-03-02,10:00,Wicker Park,Croissant,3.0,3,C3652,Card,9.0,173.72561310413678
2025-03-02,10:00,Wicker Park,Croissant,3.0,2,C4744,Card,6.0,212.08608559403172
2025-03-02,10:00,Wicker Park,Muffin,2.5,1,C5834,Cash,2.5,202.66041476181192
2025-03-02,10:00,Wicker Park,Muffin,2.5,2,C5500,Cash,5.0,166.62266499611837
2025-03-02,10:00,Wicker Park,Croissant,3.0,1,C5361,Cash,3.0,205.4729197493958
2025-03-02,10:00,Hyde Park,Croissant,3.0,3,C2392,Card,9.0,145.57175418263654
2025-03-02,10:00,Hyde Park,Croissant,3.0,3,C5725,Cash,9.0,149.1311819525473
2025-03-02,11:00,Loop,Croissant,3.0,3,C4482,Card,9.0,334.7200025904894
2025-03-02,11:00,Loop,Latte,4.5,1,C5381,Card,4.5,292.5265650745042
2025-03-02,11:00,Loop,Croissant,3.0,2,C7737,Card,6.0,318.4267667654418
2025-03-02,11:00,Loop,Latte,4.5,2,C5689,Card,9.0,322.3336815652037
2025-03-02,11:00,Loop,Croissant,3.0,3,C8153,Card,9.0,288.96310486717726
2025-03-02,11:00,Loop,Cold Brew,5.0,3,C6681,Card,15.0,324.6690404370706
2025-03-02,11:00,Loop,Latte,4.5,2,C4614,Cash,9.0,297.9465834111488
2025-03-02,11:00,Loop,Muffin,2.5,3,C9789,Card,7.5,278.4999381219425
2025-03-02,11:00,Wicker Park,Latte,4.5,2,C3238,Cash,9.0,178.68251799030315
2025-03-02,11:00,Wicker Park,Latte,4.5,1,C1146,Card,4.5,219.0537350981634
2025-03-02,11:00,Wicker Park,Croissant,3.0,3,C4262,Card,9.0,219.24435402798966
2025-03-02,11:00,Wicker Park,Croissant,3.0,1,C8897,Card,3.0,202.84903518104122
2025-03-02,11:00,Wicker Park,Muffin,2.5,2,C8762,Cash,5.0,210.16381309703362
2025-03-02,11:00,Wicker Park,Croissant,3.0,3,C8945,Card,9.0,198.6685310133928
2025-03-02,11:00,Hyde Park,Cold Brew,5.0,2,C9926,Cash,10.0,136.83986206953085
2025-03-02,11:00,Hyde Park,Cold Brew,5.0,1,C2223,Card,5.0,170.48805649597273
2025-03-02,11:00,Hyde Park,Muffin,2.5,2,C1153,Cash,5.0,125.85878784873805
2025-03-02,11:00,Hyde Park,Latte,4.5,2,C5650,Cash,9.0,171.5960361906218
2025-03-02,12:00,Loop,Cold Brew,5.0,3,C7991,Cash,15.0,296.96282236398974
2025-03-02,12:00,Loop,Muffin,2.5,1,C7199,Cash,2.5,309.13579607061774
2025-03-02,12:00,Loop,Croissant,3.0,3,C8164,Cash,9.0,312.78888821305014
2025-03-02,12:00,Loop,Latte,4.5,1,C1456,Cash,4.5,303.64396598319144
2025-03-02,12:00,Loop,Latte,4.5,2,C9660,Card,9.0,326.89835306751996
2025-03-02,12:00,Loop,Cold Brew,5.0,3,C7235,Card,15.0,286.0193550511197
2025-03-02,12:00,Loop,Cold Brew,5.0,1,C7588,Cash,5.0,324.7399832397618
2025-03-02,12:00,Loop,Cold Brew,5.0,3,C3687,Cash,15.0,323.4497400072835
2025-03-02,12:00,Wicker Park,Cold Brew,5.0,3,C3155,Cash,15.0,210.26422100841705
2025-03-02,12:00,Wicker Park,Latte,4.5,1,C2738,Cash,4.5,216.1412112441704
2025-03-02,12:00,Wicker Park,Croissant,3.0,2,C2881,Cash,6.0,178.0614381667698
2025-03-02,12:00,Wicker Park,Latte,4.5,1,C8485,Card,4.5,179.45671080624143
2025-03-02,12:00,Hyde Park,Croissant,3.0,1,C8153,Card,3.0,143.83960506203678
2025-03-02,12:00,Hyde Park,Cold Brew,5.0,1,C5730,Card,5.0,150.7412022854947
2025-03-02,13:00,Loop,Latte,4.5,3,C2487,Cash,13.5,337.06110071886593
2025-03-02,13:00,Loop,Latte,4.5,3,C7816,Card,13.5,323.4351570617374
2025-03-02,13:00,Loop,Croissant,3.0,2,C3857,Cash,6.0,277.68837580710857
2025-03-02,13:00,Loop,Croissant,3.0,3,C5142,Card,9.0,307.2417453034535
2025-03-02,13:00,Loop,Croissant,3.0,1,C8444,Cash,3.0,315.4006427186918
2025-03-02,13:00,Loop,Latte,4.5,1,C9233,Card,4.5,302.51688757747337
2025-03-02,13:00,Wicker Park,Muffin,2.5,1,C1770,Cash,2.5,189.25787169173233
